CRID,Gender,Race
1068754,M,Black
1068755,M,Black
1068756,M,Black
1068757,M,Black
1068758,F,Unknown
1068759,M,White
1068760,M,Black
1068761,F,Unknown
1068762,M,Black
1068763,X,Unknown
1068765,F,Black
1068767,M,Black
1068769,F,Black
1068770,F,Black
1068771,F,Black
1068773,M,Black
1068774,F,White
1068776,F,Black
1068779,M,White
1068781,F,White
1068785,M,Black
1068786,M,White
1068788,F,Black
1068790,M,Asian
1068791,F,Black
1068792,M,White
1068794,F,Black
1068795,M,Black
1068796,M,Unknown
1068798,M,Black
1068801,F,White
1068802,M,Black
1068803,F,White
1068804,F,Black
1068805,M,Black
1068808,M,Black
1068810,F,Black
1068812,M,Black
1068813,F,Black
1068814,F,Black
1068818,M,Black
1068820,F,White
1068822,M,Black
1068823,M,White
1068824,M,Black
1068825,M,Black
1068826,F,Black
1068827,M,Black
1068828,F,Black
1068829,F,Black
1068832,M,Black
1068834,M,Unknown
1068835,F,Black
1068837,F,Black
1068838,M,Black
1068840,M,Black
1068842,F,Black
1068844,F,Black
1068846,F,White/Hispanic
1068847,M,White
1068848,M,Black
1068851,F,Black
1068852,F,Black
1068855,M,Black
1068856,M,Black
1068857,F,Black
1068861,M,Black
1068863,M,Unknown
1068865,M,Asian
1068866,F,Black
1068868,M,Asian
1068869,F,White
1068871,M,White/Hispanic
1068872,M,White
1068873,M,Black
1068874,F,Black
1068875,M,White
1068876,F,White/Hispanic
1068877,F,White/Hispanic
1068878,M,White
1068880,M,Black
1068885,F,Black
1068887,M,Black
1068888,M,White/Hispanic
1068889,F,Black
1068891,F,White
1068892,M,White/Hispanic
1068893,M,Black
1068895,F,Unknown
1068897,M,Black
1068898,M,Black
1068899,M,Black
1068900,M,Black
1068902,F,Black
1068904,F,Black
1068905,M,Hispanic
1068907,F,Black
1068909,M,White/Hispanic
1068912,F,Black
1068913,F,Black
1068914,F,White
1068918,M,Black
1068922,F,Black
1068923,M,Black
1068925,F,Black
1068926,F,Black
1068927,F,Black
1068928,F,Black
1068929,M,White
1068930,M,White
1068934,F,Black
1068935,M,Black
1068936,M,White/Hispanic
1068937,F,Black
1068943,F,White/Hispanic
1068944,F,Black
1068945,M,Black
1068947,M,White
1068949,M,Black
1068952,F,Black
1068954,F,Black
1068955,M,Black
1068959,M,Black
1068961,F,Black
1068963,M,Black
1068966,F,Black
1068967,F,Black
1068969,M,Black
1068970,M,Unknown
1068971,M,Black
1068972,F,Black
1068973,M,Black
1068974,F,White
1068976,M,Black
1068978,F,White/Hispanic
1068979,F,Black
1068980,F,Black
1068981,M,Black
1068982,F,Black
1068985,F,Black
1068987,M,Black
1068989,F,White
1068990,M,White
1068991,F,Black
1068992,M,Black
1068993,F,White/Hispanic
1068994,M,White
1068995,M,Black
1068996,F,White/Hispanic
1068997,F,White
1068998,F,Unknown
1068999,M,White
1069001,F,Black
1069003,F,Black
1069004,F,Black
1069006,F,Black
1069007,F,Black
1069009,F,Black
1069012,M,Black
1069017,F,Black
1069018,M,White/Hispanic
1069019,M,Black
1069020,M,Black
1069025,M,White
1069026,M,Unknown
1069028,M,Unknown
1069029,F,White
1069030,F,Black
1069032,M,Black
1069033,M,White
1069034,M,Black
1069036,F,Black
1069037,M,Black
1069039,F,Unknown
1069045,M,White/Hispanic
1069046,M,Black
1069047,M,Black
1069051,F,Black
1069053,F,White
1069054,F,White/Hispanic
1069055,M,Black
1069057,M,Black
1069059,F,Black
1069061,M,Black
1069063,M,Black
1069065,F,Black
1069068,F,Black
1069069,F,White/Hispanic
1069071,F,Black
1069072,M,Black
1069073,F,White/Hispanic
1069074,M,Black
1069075,F,White
1069076,M,Black
1069077,M,White
1069079,M,Black
1069080,M,Black
1069081,M,Black
1069082,M,White
1069088,M,Black
1069089,M,Black
1069090,F,White
1069091,M,White
1069092,M,Black
1069094,M,White
1069096,F,White/Hispanic
1069097,F,Black
1069100,F,Black
1069101,M,Black
1069102,M,Black
1069103,M,Black
1069105,M,Black
10691053,F,Black
1069106,X,Unknown
1069108,X,Unknown
1069109,X,Unknown
1069110,F,Black
1069111,M,Black
1069113,M,Black
1069115,M,Black
1069116,F,Black
1069117,M,Black
1069120,F,Unknown
1069120,M,White
1069124,F,Black
1069125,F,Black
1069126,M,Black
1069127,F,White
1069128,M,Black
1069130,M,Black
1069132,F,Unknown
1069133,M,Black
1069134,M,Black
1069136,M,Black
1069137,M,Black
1069139,F,Black
1069139,F,Black
1069140,M,Black
1069141,M,Black
1069142,F,Black
1069144,F,Black
1069145,M,White/Hispanic
1069146,M,White/Hispanic
1069147,F,Black
1069149,F,Black
1069150,F,Black
1069151,M,Black
1069155,M,Black
1069157,M,Black
1069158,F,White
1069159,M,Black
1069160,F,Black
1069162,F,Black
1069163,F,Black
1069165,F,Black
1069168,M,White
1069169,M,White/Hispanic
1069170,F,Black
1069171,F,White/Hispanic
1069172,F,White/Hispanic
1069174,M,Black
1069175,F,Black
1069176,M,White/Hispanic
1069177,F,Black
1069179,F,White/Hispanic
1069181,F,Black
1069183,M,White/Hispanic
1069184,M,Black
1069188,M,Black
1069189,F,White
1069191,F,White
1069193,M,Black
1069200,F,Black
1069203,M,White
1069204,M,Unknown
1069206,F,Unknown
1069207,M,Black
1069208,F,Black
1069209,F,Black
1069210,F,Black
1069211,F,Unknown
1069212,M,Black
1069214,M,Black
1069215,M,Black
1069216,F,Black
1069217,M,White
1069218,F,White
1069221,M,White
1069222,M,Black
1069225,F,Black
1069226,F,Black
1069227,M,Black
1069228,M,Unknown
1069229,M,Black
1069230,M,Black
1069231,M,Black
1069232,F,White
1069234,M,Black
1069241,F,Black
1069244,F,White/Hispanic
1069245,M,Hispanic
1069248,F,White
1069249,M,White
1069250,F,Black
1069252,F,Black
1069256,M,Unknown
1069257,M,Black
1069258,M,White/Hispanic
1069259,F,Black
1069260,F,White/Hispanic
1069261,M,Black
1069262,F,Black
1069263,M,White
1069264,F,Black
1069265,F,Black
1069266,M,Black
1069267,F,Black
1069269,M,Black
1069270,M,Hispanic
1069271,F,Black
1069274,M,Black
1069275,M,Black
1069276,F,Black
1069278,F,Black/Hispanic
1069279,M,Black
1069280,F,Black
1069281,M,Black
1069282,M,Black
1069283,M,White/Hispanic
1069284,M,Black
1069286,M,Black
1069287,F,Black
1069288,F,Black
1069289,M,Black
1069289,F,Black
1069291,F,White
1069292,M,White
1069293,M,Asian
1069295,F,White
1069297,F,Black
1069298,F,Black
1069299,F,Black
1069302,M,Black
1069304,F,Black
1069305,F,Black
1069306,M,White
1069310,M,White
1069311,M,Unknown
1069313,M,Black
1069314,M,Black
1069315,M,Black
1069316,M,Black
1069317,F,Black
1069318,F,Black
1069319,M,White
1069323,F,Black
1069324,M,Black
1069325,F,White/Hispanic
1069326,M,White
1069328,F,Black
1069329,F,Black
1069333,M,White
1069334,M,White
1069335,M,Black
1069337,F,Black
1069339,M,Black
1069340,M,Black
1069342,M,Black
1069346,F,White/Hispanic
1069346,M,Hispanic
1069348,M,Black
1069349,F,Black
1069350,M,White
1069351,F,Black
1069352,M,Black
1069353,F,Black
1069354,F,White/Hispanic
1069356,M,Black
1069357,M,Black
1069358,M,Black
1069360,M,White/Hispanic
1069361,F,Black
1069367,M,Unknown
1069369,F,White/Hispanic
1069370,F,Black
1069372,F,White/Hispanic
1069374,F,Black
1069376,F,Black
1069377,M,Black
1069382,F,Black
1069383,F,Black
1069387,M,Black
1069388,F,White/Hispanic
1069389,F,White
1069391,F,White/Hispanic
1069400,M,Black
1069401,M,Black
1069403,F,Black
1069404,M,Black
1069405,M,Black
1069406,M,Black
1069410,F,Black
1069416,M,Black
1069417,M,Black
1069418,M,Black
1069419,M,Black
1069420,X,Unknown
1069421,F,Black
1069422,X,Unknown
1069422,F,White/Hispanic
1069424,M,Black
1069426,F,White
1069427,M,White
1069428,M,Black
1069429,M,Black
1069430,F,Black
1069431,M,Black
1069432,M,Hispanic
1069433,M,Black
1069434,M,White/Hispanic
1069435,M,Black
1069437,M,Black
1069438,M,Black
1069439,F,White
1069440,M,Black
1069441,F,Black
1069442,F,Black
1069443,M,White
1069445,F,White/Hispanic
1069446,M,Black
1069448,M,White
1069451,M,White
1069452,F,Black
1069455,M,White
1069457,M,Black
1069459,M,Black
1069460,M,Hispanic
1069462,F,Black
1069463,M,White
1069464,F,Black
1069466,M,Asian
1069467,F,White/Hispanic
1069469,M,Black
1069470,F,Black
1069472,F,White/Hispanic
1069474,M,Black
1069475,M,Black
1069476,M,White
1069477,M,Black
1069481,M,Black
1069482,M,Black
1069483,X,Unknown
1069484,F,Black
1069485,M,Black
1069486,M,White
1069488,F,Black
1069491,M,White
1069496,M,Black
1069497,M,Black
1069498,F,Black
1069499,M,Unknown
1069502,F,Black
1069503,F,Black
1069504,F,Black
1069506,F,Black
1069507,F,White/Hispanic
1069510,M,Black
1069511,M,Black
1069515,M,Black
1069517,M,Black
1069518,F,White/Hispanic
1069519,F,Black
1069520,M,Black
1069521,M,Unknown
1069522,F,Black
1069523,M,Black
1069524,F,White/Hispanic
1069526,M,White/Hispanic
1069528,F,Black
1069529,M,White/Hispanic
1069531,M,Black
1069532,M,Black
1069533,F,Black
1069534,M,Black
1069535,M,Black
1069538,M,Black
1069539,F,Black
1069542,M,Black
1069545,F,Black
1069547,M,Black
1069548,F,Black
1069549,F,Black
1069550,M,Hispanic
1069551,F,Black
1069552,M,Black
1069554,M,Black
1069559,M,White/Hispanic
1069561,M,Black
1069562,M,Black
1069563,M,White
1069568,M,Black
1069569,F,White
1069572,F,Unknown
1069573,M,Black
1069574,X,Unknown
1069576,F,White/Hispanic
1069579,F,Black
1069580,M,Black
1069581,F,Black
1069582,M,Black
1069583,M,Black
1069584,F,Black
1069586,M,Black
1069587,M,White/Hispanic
1069589,F,White
1069590,M,Black
1069591,F,Black
1069592,M,White
1069593,M,Black
1069595,F,Black
1069596,X,Unknown
1069601,F,Black
1069604,F,White/Hispanic
1069605,M,Black
1069606,F,White/Hispanic
1069608,M,Black
1069609,M,White/Hispanic
1069611,M,Black
1069612,M,Black
1069613,F,White/Hispanic
1069616,M,White/Hispanic
1069617,F,Black
1069619,F,White
1069620,F,Black
1069621,M,Black
1069622,F,Black
1069623,M,White
1069626,F,Black
1069627,F,Black
1069629,F,Black
1069630,M,Black
1069631,F,Black
1069633,F,White
1069637,M,White
1069638,F,Black
1069640,F,White/Hispanic
1069643,M,Black
1069644,F,White/Hispanic
1069648,F,Black
1069649,F,White
1069652,F,White
1069654,F,Black
1069655,F,Black
1069657,F,White/Hispanic
1069658,F,Black
1069659,M,Black/Hispanic
1069663,M,Black
1069665,M,Black
1069666,F,White
1069669,F,White
1069670,M,White/Hispanic
1069672,F,Black
1069675,M,White/Hispanic
1069676,M,White/Hispanic
1069677,F,Black
1069679,M,Black
1069680,M,White
1069681,M,Black
1069682,M,Black
1069683,M,White
1069685,M,Black
1069686,F,Black
1069687,F,Asian
1069688,M,White
1069689,M,White/Hispanic
1069693,F,Black
1069694,M,White
1069696,M,White
1069700,M,Hispanic
1069701,F,White
1069702,F,White
1069703,F,Black
1069704,F,Black
1069705,M,Black
1069707,F,Black
1069708,M,White
1069709,M,Black
1069711,F,Black
1069712,M,White
10697121,M,White
1069714,F,White/Hispanic
1069715,M,White
1069716,M,Black
1069717,M,Black
1069718,F,Black
1069719,M,Black
1069720,F,Unknown
1069723,M,White/Hispanic
1069724,M,Black
1069725,F,Black
1069726,M,Unknown
1069727,F,Black
1069728,M,White/Hispanic
1069729,F,Black
1069731,M,Black
1069733,F,Black
1069734,F,Black
1069737,M,Black
1069739,M,White/Hispanic
1069745,M,Hispanic
1069746,M,White/Hispanic
1069749,M,Black
1069751,M,Black
1069752,M,Black
1069755,F,Black
1069756,M,White
1069760,M,Black
1069761,M,Black
1069762,F,Black
1069763,F,Black
1069764,F,White
1069765,F,White
1069766,F,Black
1069767,F,Black
1069770,M,White
1069771,M,Black
1069773,M,Black
1069774,F,Black
1069775,M,Black
1069776,M,White
1069777,M,Black
1069781,F,Black
1069782,F,Black
1069785,M,White
1069786,F,Black
1069788,M,Black
1069789,M,Black
1069792,M,White/Hispanic
1069795,F,Black
1069796,M,Black
1069797,F,White/Hispanic
1069798,F,Black
1069799,F,Black
1069800,M,White
1069802,F,White/Hispanic
1069803,M,Black
1069804,M,White
1069807,F,White
1069808,M,White
1069811,M,Black
1069812,F,Black
1069813,F,Black
1069814,M,White/Hispanic
1069817,F,Black
1069818,F,Black
1069819,M,Black
1069820,M,White
1069821,M,Black
1069822,M,Black
1069823,F,Black
1069824,M,Black
1069825,M,White/Hispanic
1069826,F,Black
1069829,F,Black
1069832,F,Black
1069834,F,Black
1069835,F,Black
1069836,F,White
1069837,F,Black
1069838,M,Black
1069840,F,Unknown
1069841,F,Black
1069842,M,White
1069844,M,White/Hispanic
1069845,F,White
1069847,F,Black
1069849,M,Black
1069851,M,White
1069852,M,White
1069853,M,Black
1069854,M,Black
1069857,M,White
1069858,M,White
1069860,F,White
1069862,M,Unknown
1069863,F,Black
1069864,M,Hispanic
1069865,F,Unknown
1069868,M,Black
1069869,F,Black
1069870,M,Black
1069871,M,Black
1069872,F,Asian
1069874,M,White
1069875,F,Black
1069876,F,Black
1069878,M,White/Hispanic
1069879,F,Black
1069884,M,White
1069885,M,Black
1069886,M,Black
1069889,F,Black
1069890,F,Black
1069892,F,Black
1069894,M,Black
1069895,M,Black
1069897,M,Black
1069899,M,White
1069903,F,Black
1069909,M,White
1069911,M,Black
1069915,M,White
1069916,M,Black
1069919,F,Black
1069921,M,Black
1069926,F,Black
1069927,F,Black
1069928,M,Black
1069931,F,Black
1069932,F,White
1069933,M,Black
1069934,F,Black
1069940,F,Black
1069942,F,Black
1069943,M,Black
1069944,M,Black
1069945,F,Black
1069946,M,White/Hispanic
1069947,F,Black
1069948,F,Black
1069950,F,Black
1069955,F,Black
1069956,M,Black
1069962,M,Black
1069963,M,Black
1069967,M,White
1069968,M,Black
1069969,F,Black
1069970,M,Black
1069971,F,Black
1069973,M,Black
1069974,M,Black
1069975,F,Black
1069979,M,Black
1069980,M,White
1069983,F,Black
1069987,M,White
1069989,F,Black
1069993,F,Black
1069994,M,Black
1069997,M,Black
1069999,M,Black
1070000,F,White
1070001,F,Black
1070002,M,Black
1070003,F,White
107000321,,
107000321,F,White/Hispanic
1070005,M,White
1070007,F,Black
1070009,M,Black
1070011,F,White
1070012,M,Black
1070015,M,Black
1070017,F,Black
1070018,M,White
1070020,M,White
1070021,F,Black
1070022,F,Black
1070023,F,Black
1070024,F,Black
1070025,M,White
1070026,F,Asian
1070027,F,Black
1070028,M,Black
1070029,M,Black
1070030,M,Black
1070031,M,Hispanic
1070034,M,Black
1070035,M,White
1070036,F,Black
1070037,F,Black
1070038,F,Black
1070039,M,Black
1070040,M,White
1070041,F,White
1070045,M,Black
1070048,M,Black
1070049,M,Black
1070051,M,Asian
1070052,F,White
1070053,F,Black
1070054,M,White
1070056,M,Black
1070057,F,White/Hispanic
1070058,F,Black
1070060,M,White/Hispanic
1070061,M,White/Hispanic
1070062,M,Black
1070064,M,Unknown
1070067,M,Unknown
1070069,M,White
1070070,F,Black
1070071,F,Black
1070072,M,White
1070073,M,Black
1070077,F,Black
1070080,M,Black
1070082,F,White/Hispanic
1070083,M,Unknown
1070084,F,Black
1070085,M,Black
1070086,F,Black
1070087,F,Black
1070089,F,Black
1070091,F,Black
1070092,M,Black
1070093,F,White/Hispanic
1070097,F,White
1070098,F,Black
1070099,F,Hispanic
1070100,F,Black
1070102,M,White/Hispanic
1070105,M,Unknown
1070107,M,Black
1070109,F,Black
1070110,M,Unknown
1070113,F,Indigenous
1070114,F,White
1070115,F,White/Hispanic
1070118,M,White/Hispanic
1070120,M,Black
1070120,M,Black
1070122,M,Unknown
1070124,F,Black
1070127,F,Black
1070128,M,White
1070130,F,Black
1070133,F,Black
1070135,M,Black
1070136,F,Black
1070139,M,Black
1070140,F,Black
1070141,F,White
1070145,F,Black
1070146,F,Asian
1070151,F,Black
1070153,F,Black
1070154,M,Black
1070156,M,White
1070157,M,Black
1070158,M,Black
1070159,F,Black
1070161,F,Black
1070162,F,White
1070166,M,White
1070167,M,Black
1070168,M,White
1070170,F,Unknown
1070172,M,Black
1070173,M,White
1070177,F,White
1070179,M,Hispanic
1070182,F,Black
1070184,M,Black
1070185,M,Black
1070189,F,Black
1070190,F,Black
1070191,F,Unknown
1070192,M,White
1070193,F,Black
1070194,M,Black
1070196,F,Black
1070197,M,Black
1070198,F,Black
1070202,F,Unknown
1070203,F,Black
1070204,F,White/Hispanic
1070205,F,Black
1070206,F,Black
1070209,F,Hispanic
1070210,M,White
1070212,M,White
1070213,M,Black
1070214,F,White/Hispanic
1070215,M,Black
1070216,F,Black
1070218,M,Black
1070219,M,White
1070220,F,Black
1070221,M,Black
1070223,F,Black
1070224,M,White
1070228,M,Black
1070229,M,Black
1070231,F,Black
1070232,F,Black
1070234,F,White
1070235,M,Black
1070239,M,White
1070240,M,White
1070241,F,Black
1070244,M,Black
1070245,M,Black
1070247,M,Black
1070248,M,Black
1070250,F,Black
1070251,M,Black
1070255,M,Black
1070257,M,White
1070258,F,Black
1070261,F,Black
1070263,F,Black
1070265,M,Black
1070266,M,Black
1070267,F,White/Hispanic
1070269,F,Black
1070270,F,Black
1070275,M,White
1070276,F,Black
1070277,M,Black
1070280,F,White/Hispanic
1070282,M,Black
1070286,F,Black
1070287,M,Black
1070295,M,Black
1070298,M,Black
1070300,F,Black
1070301,M,Black
1070303,F,White
1070304,F,White
1070305,F,White/Hispanic
1070306,F,Black
1070307,F,White
1070309,F,White/Hispanic
1070310,M,Black
1070311,M,White
1070314,M,White
1070315,F,Black
1070316,F,Black
1070317,F,Black
1070318,M,Black
1070319,F,Black
1070321,F,White/Hispanic
1070323,F,Black
1070325,F,Black
1070326,M,Black
1070327,M,White
1070328,M,Black
1070329,M,Unknown
1070330,F,Black
1070331,F,Black
1070332,F,Unknown
1070336,F,White
1070337,M,Black
1070340,F,White
1070341,M,White
1070342,M,White
1070343,F,Unknown
1070344,F,Black
1070345,F,Black
1070347,F,Black
1070348,F,Black
1070351,F,Black
1070352,M,Unknown
1070353,M,Black
1070354,F,White
1070355,M,Black
1070355,M,White
1070356,F,Black
1070357,M,White
1070359,M,White
1070360,M,Black
1070361,M,Black
1070362,M,White
1070363,F,White
1070364,M,Black
1070365,M,Black
1070366,F,Unknown
1070368,F,White
1070372,F,Black
1070373,F,White
1070375,M,Black
1070377,F,Black
1070378,F,Black
1070383,M,Black
1070386,F,Black
1070387,F,Black
1070390,F,White
1070391,M,White/Hispanic
1070392,M,Black
1070393,F,White
1070397,M,Asian
1070398,M,Black
1070401,M,Black
1070403,F,Black
1070404,F,White/Hispanic
1070407,M,Black
1070408,M,Black
1070409,M,Black
1070410,F,White
1070413,M,Black
1070415,M,Black
1070416,M,White
1070418,M,Black
1070420,M,Black
1070423,F,Black
1070424,M,Black
1070425,F,Black
1070426,M,Black
1070427,F,White/Hispanic
1070428,M,Unknown
1070429,M,Unknown
1070430,M,White/Hispanic
1070431,M,Black
1070433,M,Black
